Student_ID,Student_Name,Enrollment_Number,Grade_Level,Current_Semester,Academic_Year,Age,Section,Enrollment_Status,Admission_Date,Previous_Scores_Semester_Wise,Cumulative_GPA,Class_Participation_Score,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Data_Entry_Date
STU03049,Student_2050,2020-CS-03050,4,8,2020-2021,25,C,Active,2020-08-01,51|59|52|60|75|58,5.6000000000000005,70,21,74,Low,Medium,Yes,5,88,Medium,Yes,1,Medium,High,Public,Neutral,1,No,College,Near,Male,66,2025-12-03
STU03050,Student_2051,2021-CS-03051,4,8,2021-2022,25,A,Active,2021-08-16,52|57|45|54|65|65,5.8,69,25,88,Medium,Low,Yes,8,62,Low,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Near,Female,68,2025-12-03
STU03051,Student_2052,2022-CS-03052,3,5,2022-2023,21,D,Active,2022-06-05,62|57|59|59,5.5,99,15,90,Medium,Medium,No,5,70,Medium,Yes,0,Medium,Medium,Private,Neutral,2,No,High School,Moderate,Male,65,2025-12-03
STU03052,Student_2053,2021-CS-03053,4,8,2021-2022,25,B,Active,2021-08-28,57|54|62|60|60|65,6.1,100,16,94,Medium,High,Yes,8,94,High,Yes,2,Low,High,Private,Negative,3,No,High School,Near,Male,71,2025-12-03
STU03053,Student_2054,2023-CS-03054,2,4,2023-2024,22,A,Active,2023-07-18,69|69,6.1,92,18,99,Medium,High,Yes,10,51,Medium,Yes,1,Medium,Low,Public,Neutral,4,No,Postgraduate,Near,Male,71,2025-12-03
STU03054,Student_2055,2022-CS-03055,3,5,2022-2023,22,B,Active,2022-08-05,57|51|57|68,5.2,76,12,71,Medium,Medium,Yes,8,65,Medium,Yes,1,Medium,High,Private,Neutral,2,No,High School,Moderate,Male,62,2025-12-03
STU03055,Student_2056,2022-CS-03056,3,6,2022-2023,23,B,Active,2022-08-12,67|56|59|75,5.8999999999999995,66,15,89,Medium,High,Yes,8,74,Low,Yes,2,Medium,High,Public,Positive,2,No,College,Near,Male,69,2025-12-03
STU03056,Student_2057,2021-CS-03057,4,7,2021-2022,24,B,Active,2021-08-11,55|54|55|60|62|60,5.5,65,17,76,Medium,Low,No,7,81,Low,Yes,4,High,Medium,Private,Neutral,2,No,High School,Near,Male,65,2025-12-03
STU03057,Student_2058,2022-CS-03058,3,6,2022-2023,24,C,Active,2022-08-09,61|61|66|64,6.0,75,25,87,High,Low,No,6,51,Low,Yes,3,Medium,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,70,2025-12-03
STU03058,Student_2059,2021-CS-03059,4,8,2021-2022,22,C,On-Leave,2021-07-11,47|63|57|68|52|56,5.6000000000000005,79,22,79,Medium,Medium,Yes,7,71,Medium,Yes,2,Low,,Private,Neutral,2,No,College,Moderate,Male,66,2025-12-03
STU03059,Student_2060,2022-CS-03060,3,6,2022-2023,22,B,Active,2022-06-07,64|63|60|73,6.0,100,21,100,Medium,Medium,No,6,67,Medium,Yes,0,High,Medium,Public,Positive,3,No,High School,Far,Male,70,2025-12-03
STU03060,Student_2061,2020-CS-03061,4,8,2020-2021,23,A,Active,2020-08-25,53|65|61|58|62|74,6.0,70,25,89,Medium,High,No,5,51,Low,Yes,2,Medium,High,Private,Negative,2,No,Postgraduate,Moderate,Female,70,2025-12-03
STU03061,Student_2062,2021-CS-03062,4,8,2021-2022,22,D,Active,2021-06-19,55|63|68|62|63|64,5.8999999999999995,98,19,98,Low,High,Yes,7,68,Medium,Yes,1,Low,Medium,Private,Neutral,4,No,High School,Moderate,Female,69,2025-12-03
STU03062,Student_2063,2022-CS-03063,3,5,2022-2023,23,C,Active,2022-07-26,64|72|60|70,6.1,77,22,93,High,Low,Yes,9,97,Medium,Yes,2,Medium,Medium,Public,Neutral,3,Yes,High School,Near,Male,71,2025-12-03
STU03063,Student_2064,2023-CS-03064,2,3,2023-2024,23,A,Active,2023-06-07,65|57,5.8999999999999995,95,19,96,Medium,Medium,No,5,64,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,69,2025-12-03
STU03064,Student_2065,2022-CS-03065,3,5,2022-2023,23,C,Active,2022-07-17,60|63|72|75,6.3,96,22,93,High,Medium,No,9,79,Medium,Yes,2,Medium,High,Public,Positive,2,No,Postgraduate,Near,Female,73,2025-12-03
STU03065,Student_2066,2023-CS-03066,2,4,2023-2024,21,D,Active,2023-06-25,51|66,5.5,66,17,78,Medium,Medium,Yes,9,65,Low,Yes,1,Medium,High,Public,Neutral,4,No,High School,Moderate,Female,65,2025-12-03
STU03066,Student_2067,2023-CS-03067,2,3,2023-2024,21,A,Active,2023-06-14,60|62,5.2,69,5,70,High,High,Yes,8,55,Medium,Yes,3,Low,Medium,Public,Neutral,3,No,High School,Near,Male,62,2025-12-03
STU03067,Student_2068,2020-CS-03068,4,8,2020-2021,24,C,Active,2020-07-18,55|61|64|52|62|63,5.699999999999999,67,19,75,Medium,High,No,8,64,Medium,Yes,2,High,Low,Public,Negative,5,No,Postgraduate,Moderate,Female,67,2025-12-03
STU03068,Student_2069,2021-CS-03069,4,7,2021-2022,23,D,Active,2021-08-07,50|52|57|52|64|61,5.5,84,29,61,Low,Medium,Yes,7,74,High,Yes,1,Medium,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,65,2025-12-03
STU03069,Student_2070,2022-CS-03070,3,5,2022-2023,24,B,Active,2022-08-23,61|55|57|58,5.5,60,26,81,Low,Medium,No,7,65,Low,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Far,Male,65,2025-12-03
STU03070,Student_2071,2020-CS-03071,4,7,2020-2021,23,A,Active,2020-07-07,54|55|64|69|67|67,6.0,75,26,80,Medium,High,Yes,6,81,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,College,Near,Female,70,2025-12-03
STU03071,Student_2072,2022-CS-03072,3,6,2022-2023,24,B,Active,2022-07-19,64|63|66|66,6.0,63,27,81,Medium,Medium,Yes,7,97,Low,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Near,Female,70,2025-12-03
STU03072,Student_2073,2023-CS-03073,2,4,2023-2024,22,A,Active,2023-08-07,71|56,6.1,97,21,99,Medium,High,Yes,7,53,Medium,Yes,0,Medium,Low,Public,Neutral,4,No,Postgraduate,Near,Female,71,2025-12-03
STU03073,Student_2074,2021-CS-03074,4,7,2021-2022,24,B,Active,2021-06-08,48|66|62|69|63|77,6.1,82,21,96,High,Low,No,10,86,Low,Yes,1,Low,High,Public,Neutral,3,No,College,Near,Male,71,2025-12-03
STU03074,Student_2075,2022-CS-03075,3,6,2022-2023,24,C,Active,2022-08-01,53|58|55|55,5.2,62,16,66,Medium,Medium,Yes,8,50,Low,Yes,1,Medium,High,Public,Neutral,4,No,High School,Moderate,Male,62,2025-12-03
STU03075,Student_2076,2022-CS-03076,3,5,2022-2023,24,D,Active,2022-06-09,48|62|62|63,5.5,75,18,75,Medium,Low,No,7,50,Medium,Yes,4,Low,Medium,Public,Positive,2,No,Postgraduate,Near,Female,65,2025-12-03
STU03076,Student_2077,2023-CS-03077,2,4,2023-2024,23,D,Active,2023-08-08,74|89,7.4,78,24,77,High,Medium,Yes,7,57,Medium,Yes,3,Medium,High,Public,Positive,2,No,College,Far,Male,84,2025-12-03
STU03077,Student_2078,2022-CS-03078,3,5,2022-2023,22,A,Active,2022-07-09,60|65|63|60,5.8,76,27,74,Medium,Medium,Yes,6,74,Medium,Yes,2,Medium,High,Public,Neutral,2,No,College,Far,Male,68,2025-12-03
STU03078,Student_2079,2022-CS-03079,3,6,2022-2023,23,C,Active,2022-07-12,66|66|65|70,6.0,86,19,92,High,Medium,Yes,6,52,Medium,Yes,3,High,Medium,Public,Positive,1,No,High School,Near,Male,70,2025-12-03
STU03079,Student_2080,2023-CS-03080,2,4,2023-2024,21,B,Active,2023-08-10,68|69,5.8,83,17,81,Medium,High,No,8,86,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,Postgraduate,Near,Male,68,2025-12-03
STU03080,Student_2081,2020-CS-03081,4,7,2020-2021,23,D,Active,2020-07-14,46|49|62|57|57|66,5.699999999999999,78,20,83,Medium,Medium,No,6,51,Medium,Yes,2,Low,High,Public,Negative,4,No,Postgraduate,Near,Male,67,2025-12-03
STU03081,Student_2082,2023-CS-03082,2,3,2023-2024,23,C,Active,2023-07-17,59|64,5.8999999999999995,81,24,94,Low,Medium,Yes,6,75,Low,Yes,1,Low,High,Public,Negative,4,No,High School,Near,Female,69,2025-12-03
STU03082,Student_2083,2020-CS-03083,4,8,2020-2021,23,A,Active,2020-07-24,60|50|53|53|59|66,5.8,83,11,92,High,High,Yes,6,84,Medium,Yes,2,Low,Low,Public,Negative,1,No,High School,Near,Female,68,2025-12-03
STU03083,Student_2084,2021-CS-03084,4,7,2021-2022,22,B,On-Leave,2021-07-23,43|56|53|52|61|50,4.9,71,6,65,High,High,No,6,62,Medium,No,3,Low,Low,Public,Neutral,1,No,High School,Near,Male,59,2025-12-03
STU03084,Student_2085,2020-CS-03085,4,8,2020-2021,22,B,Active,2020-07-04,59|55|56|64|60|65,5.699999999999999,90,17,89,High,Low,Yes,9,79,Medium,No,0,Medium,Medium,Public,Positive,2,No,College,Near,Female,67,2025-12-03
STU03085,Student_2086,2020-CS-03086,4,7,2020-2021,22,A,Active,2020-07-08,50|54|52|61|48|64,5.300000000000001,54,13,77,Medium,High,Yes,7,63,Low,Yes,0,High,Low,Public,Positive,1,No,High School,Moderate,Male,63,2025-12-03
STU03086,Student_2087,2021-CS-03087,4,7,2021-2022,22,C,Active,2021-07-25,43|51|59|48|61|56,5.5,59,17,72,High,High,Yes,7,61,Low,Yes,1,Medium,Medium,Public,Negative,4,No,High School,Near,Female,65,2025-12-03
STU03087,Student_2088,2020-CS-03088,4,8,2020-2021,22,A,Active,2020-06-05,46|47|48|48|69|60,5.300000000000001,57,19,62,Medium,Medium,No,7,91,Low,Yes,1,Low,Medium,Public,Positive,3,No,College,Near,Male,63,2025-12-03
STU03088,Student_2089,2023-CS-03089,2,3,2023-2024,23,B,Active,2023-06-13,53|59,5.4,64,17,79,Medium,Medium,No,7,67,Low,Yes,1,Low,Medium,Private,Positive,3,No,High School,Near,Female,64,2025-12-03
STU03089,Student_2090,2020-CS-03090,4,8,2020-2021,23,D,Active,2020-06-04,60|60|57|61|73|62,6.2,89,29,74,High,Medium,Yes,6,91,High,Yes,3,Low,High,Public,Positive,4,No,College,Far,Female,72,2025-12-03
STU03090,Student_2091,2021-CS-03091,4,7,2021-2022,23,C,Active,2021-07-11,41|51|45|52|52|54,5.300000000000001,83,22,70,Low,Medium,Yes,5,61,High,Yes,1,Low,Medium,Public,Negative,3,No,College,Moderate,Male,63,2025-12-03
STU03091,Student_2092,2023-CS-03092,2,4,2023-2024,20,C,Active,2023-07-06,62|65,5.6000000000000005,88,22,88,Medium,Medium,No,9,68,Medium,No,2,Medium,Medium,Public,Neutral,2,Yes,High School,Near,Male,66,2025-12-03
STU03092,Student_2093,2021-CS-03093,4,7,2021-2022,23,B,Active,2021-08-15,50|56|54|63|55|65,5.699999999999999,71,24,91,Medium,Medium,Yes,8,55,Low,Yes,0,Medium,Low,Private,Neutral,2,No,College,Moderate,Female,67,2025-12-03
STU03093,Student_2094,2021-CS-03094,4,7,2021-2022,22,C,Active,2021-07-13,55|67|49|73|65|73,5.6000000000000005,88,13,70,High,High,Yes,8,75,High,Yes,1,High,Medium,Public,Positive,2,Yes,Postgraduate,Moderate,Male,66,2025-12-03
STU03094,Student_2095,2022-CS-03095,3,6,2022-2023,22,C,Active,2022-06-04,62|55|65|60,5.6000000000000005,68,26,62,Medium,Medium,Yes,8,69,Medium,Yes,2,Medium,High,Public,Positive,3,No,College,Moderate,Female,66,2025-12-03
STU03095,Student_2096,2022-CS-03096,3,5,2022-2023,24,A,Active,2022-07-12,59|56|60|70,5.8,76,20,94,Medium,Medium,Yes,10,50,Low,Yes,1,Low,High,Private,Negative,4,Yes,Postgraduate,Near,Female,68,2025-12-03
STU03096,Student_2097,2021-CS-03097,4,8,2021-2022,24,A,Active,2021-08-10,56|61|51|50|67|69,5.6000000000000005,68,24,60,High,High,No,6,73,Medium,Yes,1,Low,Medium,Private,Positive,5,No,Postgraduate,Moderate,Male,66,2025-12-03
STU03097,Student_2098,2021-CS-03098,4,7,2021-2022,22,C,Active,2021-06-17,57|60|64|62|66|70,5.8,95,14,97,Medium,Medium,Yes,5,54,Medium,Yes,3,Medium,Medium,Public,Negative,2,No,College,Near,Female,68,2025-12-03
STU03098,Student_2099,2021-CS-03099,4,8,2021-2022,25,C,Active,2021-06-04,52|53|58|70|56|60,5.5,66,11,85,Medium,Medium,Yes,8,92,Low,Yes,2,Medium,Medium,Public,Negative,4,No,High School,Far,Female,65,2025-12-03
STU03099,Student_2100,2022-CS-03100,3,5,2022-2023,24,D,Active,2022-08-25,50|63|60|57,5.699999999999999,49,25,73,Medium,Medium,Yes,5,75,Low,Yes,0,Medium,Medium,Private,Positive,2,No,College,Near,Female,67,2025-12-03
STU03100,Student_2101,2022-CS-03101,3,6,2022-2023,21,D,Active,2022-07-09,55|65|58|60,5.4,69,22,70,High,Low,No,7,85,Medium,Yes,0,High,Medium,Private,Negative,3,No,High School,Far,Male,64,2025-12-03
STU03101,Student_2102,2020-CS-03102,4,8,2020-2021,22,A,Active,2020-06-12,54|48|44|56|60|55,4.9,47,15,60,Low,High,No,7,91,Low,Yes,0,Low,Medium,Private,Negative,2,No,College,Far,Male,59,2025-12-03
STU03102,Student_2103,2020-CS-03103,4,8,2020-2021,25,D,Active,2020-07-06,48|43|47|52|56|54,5.0,58,15,69,Medium,Medium,Yes,8,53,Low,No,0,High,Medium,Private,Negative,3,No,High School,Near,Male,60,2025-12-03
STU03103,Student_2104,2021-CS-03104,4,7,2021-2022,22,A,Active,2021-08-04,51|54|52|57|66|60,5.5,43,27,66,Low,High,No,6,67,Low,Yes,1,High,High,Public,Negative,4,No,College,Far,Female,65,2025-12-03
STU03104,Student_2105,2023-CS-03105,2,4,2023-2024,20,C,Active,2023-08-10,55|72,5.4,88,13,84,Medium,Medium,Yes,9,51,High,Yes,0,Low,Medium,Public,Negative,4,No,High School,Near,Female,64,2025-12-03
STU03105,Student_2106,2023-CS-03106,2,3,2023-2024,22,B,Active,2023-08-07,63|60,5.6000000000000005,59,30,67,Medium,High,No,6,52,Medium,Yes,1,Low,Medium,Public,Neutral,1,No,High School,Near,Female,66,2025-12-03
STU03106,Student_2107,2022-CS-03107,3,6,2022-2023,23,B,Active,2022-08-13,60|60|58|62,5.5,79,15,81,Medium,Medium,Yes,8,52,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,65,2025-12-03
STU03107,Student_2108,2022-CS-03108,3,5,2022-2023,21,D,Active,2022-06-03,59|67|68|56,5.8999999999999995,75,24,84,Medium,Medium,Yes,6,74,Medium,Yes,2,Medium,High,Public,Positive,2,No,High School,Far,Male,69,2025-12-03
STU03108,Student_2109,2022-CS-03109,3,6,2022-2023,24,D,Active,2022-07-18,67|58|70|67,5.6000000000000005,75,18,72,High,High,Yes,8,73,Medium,Yes,0,Medium,Medium,Private,Positive,4,Yes,High School,Near,Female,66,2025-12-03
STU03109,Student_2110,2021-CS-03110,4,8,2021-2022,23,D,Active,2021-07-04,54|54|70|57|57|60,5.5,62,24,61,High,Medium,Yes,5,53,Medium,Yes,1,Low,High,Private,Neutral,5,No,College,,Female,65,2025-12-03
STU03110,Student_2111,2023-CS-03111,2,3,2023-2024,20,D,Active,2023-06-10,58|59,5.2,41,17,61,High,Medium,No,7,63,Low,Yes,1,Medium,Medium,Public,Positive,4,No,College,Moderate,Female,62,2025-12-03
STU03111,Student_2112,2020-CS-03112,4,8,2020-2021,22,B,Active,2020-07-01,53|53|55|52|59|61,5.0,69,19,61,Medium,Low,No,9,62,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,High School,Far,Female,60,2025-12-03
STU03112,Student_2113,2021-CS-03113,4,8,2021-2022,23,B,Active,2021-06-13,55|59|63|63|65|73,5.8,72,20,90,Low,Medium,No,7,65,Low,No,4,Low,High,Public,Positive,4,No,College,Moderate,Female,68,2025-12-03
STU03113,Student_2114,2020-CS-03114,4,8,2020-2021,23,A,Active,2020-06-03,53|50|49|58|58|66,5.4,79,14,73,Medium,High,Yes,9,82,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,High School,Near,Female,64,2025-12-03
STU03114,Student_2115,2020-CS-03115,4,8,2020-2021,23,D,Active,2020-08-20,68|57|60|66|65|69,6.3,100,24,92,High,High,No,7,85,High,Yes,0,Medium,Medium,Public,Positive,3,No,College,Near,Female,73,2025-12-03
STU03115,Student_2116,2021-CS-03116,4,7,2021-2022,24,C,Active,2021-06-13,49|48|60|58|69|63,5.4,69,17,77,Medium,Medium,Yes,6,67,Low,Yes,1,Low,Medium,Public,Positive,1,No,College,Near,Male,64,2025-12-03
STU03116,Student_2117,2020-CS-03117,4,8,2020-2021,24,D,Active,2020-08-24,63|55|57|74|61|62,5.8999999999999995,80,19,78,High,High,No,7,89,Medium,Yes,2,Medium,Medium,Public,Neutral,4,No,,Moderate,Female,69,2025-12-03
STU03117,Student_2118,2023-CS-03118,2,3,2023-2024,22,A,Active,2023-06-26,53|70,5.300000000000001,58,14,81,Low,Medium,No,8,71,Low,Yes,1,Low,High,Public,Neutral,3,Yes,Postgraduate,Near,Female,63,2025-12-03
STU03118,Student_2119,2020-CS-03119,4,7,2020-2021,25,A,Active,2020-07-11,51|57|57|55|59|67,5.5,98,5,89,Medium,Medium,Yes,4,76,High,Yes,2,Medium,Medium,Public,Neutral,3,No,College,Near,Male,65,2025-12-03
STU03119,Student_2120,2023-CS-03120,2,4,2023-2024,20,D,Active,2023-07-23,54|66,5.5,68,19,71,Medium,Medium,No,8,57,Medium,Yes,2,Medium,High,Public,Positive,4,No,High School,Moderate,Male,65,2025-12-03
STU03120,Student_2121,2023-CS-03121,2,4,2023-2024,22,D,Active,2023-08-09,70|66,5.699999999999999,71,34,65,Medium,Medium,Yes,6,62,High,Yes,0,Medium,High,Public,Negative,3,No,High School,Near,Male,67,2025-12-03
STU03121,Student_2122,2023-CS-03122,2,4,2023-2024,23,D,Active,2023-07-12,69|58,5.699999999999999,85,25,82,Medium,Medium,Yes,5,86,Medium,No,0,Low,Low,Public,Positive,4,No,High School,Near,Male,67,2025-12-03
STU03122,Student_2123,2022-CS-03123,3,6,2022-2023,24,D,Active,2022-07-06,48|61|59|68,5.6000000000000005,61,20,73,Medium,Medium,No,8,99,Low,Yes,1,Medium,Medium,Private,Positive,3,No,High School,Near,Male,66,2025-12-03
STU03123,Student_2124,2020-CS-03124,4,7,2020-2021,23,B,Active,2020-08-13,54|58|60|62|61|59,5.8,100,18,78,Medium,High,Yes,9,85,High,Yes,1,Low,High,Private,Negative,2,No,Postgraduate,Near,Male,68,2025-12-03
STU03124,Student_2125,2021-CS-03125,4,7,2021-2022,23,D,Active,2021-08-08,51|62|53|55|61|57,5.5,76,20,86,Medium,Low,Yes,7,53,Medium,Yes,1,Low,High,Public,Negative,2,No,High School,Near,Male,65,2025-12-03
STU03125,Student_2126,2021-CS-03126,4,8,2021-2022,24,D,Active,2021-07-17,59|50|56|72|56|71,5.6000000000000005,73,23,80,Low,Low,Yes,5,57,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,66,2025-12-03
STU03126,Student_2127,2020-CS-03127,4,8,2020-2021,22,B,Active,2020-07-28,54|57|53|63|60|58,5.6000000000000005,78,13,85,High,Low,Yes,6,72,Medium,Yes,2,Low,Medium,Public,Positive,1,No,College,Moderate,Female,66,2025-12-03
STU03127,Student_2128,2022-CS-03128,3,6,2022-2023,21,B,Active,2022-06-16,68|61|55|65,5.8999999999999995,73,27,82,Medium,Medium,Yes,6,87,Low,No,2,Low,High,Public,Positive,2,No,High School,Near,Male,69,2025-12-03
STU03128,Student_2129,2022-CS-03129,3,6,2022-2023,21,C,Active,2022-07-03,66|67|62|63,6.0,94,24,90,Medium,Medium,No,7,58,Medium,Yes,2,Low,Medium,Private,Neutral,2,No,Postgraduate,Near,Male,70,2025-12-03
STU03129,Student_2130,2023-CS-03130,2,4,2023-2024,23,B,Active,2023-07-26,60|68,6.1,79,24,88,Medium,Low,Yes,7,88,Medium,Yes,2,Medium,High,Private,Neutral,2,No,Postgraduate,Moderate,Male,71,2025-12-03
STU03130,Student_2131,2020-CS-03131,4,8,2020-2021,25,D,Active,2020-06-07,58|63|61|63|64|68,6.0,97,23,81,High,Medium,No,8,78,High,Yes,4,Low,Low,Public,Positive,3,No,High School,Moderate,Male,70,2025-12-03
STU03131,Student_2132,2020-CS-03132,4,8,2020-2021,25,A,Active,2020-07-26,55|62|61|62|63|61,5.8,73,20,87,Medium,Medium,No,8,89,Low,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Male,68,2025-12-03
STU03132,Student_2133,2021-CS-03133,4,7,2021-2022,25,C,Active,2021-08-09,60|59|66|65|77|64,6.3,90,24,95,High,High,Yes,8,78,Medium,Yes,2,Low,High,Public,Negative,2,No,Postgraduate,Far,Female,73,2025-12-03
STU03133,Student_2134,2020-CS-03134,4,8,2020-2021,22,A,Active,2020-08-22,40|59|56|62|57|75,5.8,100,24,77,Medium,High,No,8,80,High,Yes,1,Low,High,Public,Positive,2,Yes,High School,Moderate,Female,68,2025-12-03
STU03134,Student_2135,2022-CS-03135,3,6,2022-2023,21,D,Active,2022-07-09,56|56|71|68,5.6000000000000005,49,18,77,Medium,Medium,Yes,7,62,Low,Yes,2,High,Medium,Private,Neutral,4,No,College,Near,Male,66,2025-12-03
STU03135,Student_2136,2020-CS-03136,4,8,2020-2021,23,B,On-Leave,2020-07-28,61|56|59|58|59|66,5.699999999999999,63,17,91,Medium,Low,Yes,10,86,Low,Yes,1,Medium,Medium,Public,Neutral,3,Yes,Postgraduate,Moderate,Female,67,2025-12-03
STU03136,Student_2137,2021-CS-03137,4,8,2021-2022,22,B,Active,2021-08-12,52|67|62|69|50|73,5.6000000000000005,67,21,83,Medium,Low,Yes,8,92,Low,Yes,2,Medium,Medium,Private,Negative,4,Yes,High School,Near,Male,66,2025-12-03
STU03137,Student_2138,2023-CS-03138,2,3,2023-2024,23,C,Active,2023-08-14,53|60,5.8999999999999995,59,29,63,Medium,High,Yes,8,94,Medium,Yes,0,Medium,High,Private,Positive,2,No,Postgraduate,Near,Female,69,2025-12-03
STU03138,Student_2139,2021-CS-03139,4,8,2021-2022,25,A,Active,2021-07-01,46|58|58|64|62|71,5.699999999999999,96,13,96,Medium,Medium,No,10,51,Medium,Yes,1,Low,Low,Public,Positive,3,No,Postgraduate,Near,Female,67,2025-12-03
STU03139,Student_2140,2021-CS-03140,4,8,2021-2022,24,C,Active,2021-06-08,44|57|52|66|61|57,5.1,71,11,61,Medium,Low,Yes,7,81,High,Yes,5,Medium,Low,Public,Positive,4,Yes,High School,Near,Male,61,2025-12-03
STU03140,Student_2141,2023-CS-03141,2,4,2023-2024,20,A,Active,2023-06-28,65|62,6.0,90,21,90,Medium,Medium,No,6,99,Medium,Yes,2,Low,Medium,Private,Negative,3,No,College,Near,Female,70,2025-12-03
STU03141,Student_2142,2021-CS-03142,4,7,2021-2022,22,C,Active,2021-06-03,59|58|65|57|64|62,6.0,87,20,90,High,High,No,9,79,Medium,Yes,2,Low,Medium,Public,Negative,2,No,High School,Near,Female,70,2025-12-03
STU03142,Student_2143,2021-CS-03143,4,7,2021-2022,23,D,Active,2021-08-14,52|63|67|52|75|75,6.0,100,21,98,Medium,Medium,Yes,9,59,High,No,3,Medium,Medium,Public,Neutral,3,Yes,College,Near,Female,70,2025-12-03
STU03143,Student_2144,2020-CS-03144,4,8,2020-2021,23,D,Active,2020-08-05,45|58|53|57|63|64,5.4,45,21,62,Medium,Medium,No,7,94,Low,Yes,1,Low,High,Private,Positive,3,No,College,Moderate,Female,64,2025-12-03
STU03144,Student_2145,2020-CS-03145,4,7,2020-2021,25,C,Active,2020-06-16,50|52|54|64|51|62,5.5,90,19,84,High,Medium,No,10,63,Medium,Yes,0,Low,Medium,Public,Negative,3,No,College,Far,Female,65,2025-12-03
STU03145,Student_2146,2023-CS-03146,2,3,2023-2024,22,D,Active,2023-06-08,73|71,6.0,80,29,77,Medium,Medium,No,7,52,Medium,Yes,5,Low,Medium,Public,Positive,4,No,College,Near,Female,70,2025-12-03
STU03146,Student_2147,2020-CS-03147,4,7,2020-2021,22,A,Active,2020-08-13,55|51|48|56|54|71,5.2,53,10,73,Low,High,Yes,8,72,Low,Yes,1,Low,High,Public,Positive,2,No,College,Moderate,Female,62,2025-12-03
STU03147,Student_2148,2020-CS-03148,4,8,2020-2021,22,A,Active,2020-08-16,51|57|64|52|48|64,5.4,76,15,64,High,High,Yes,9,55,High,Yes,1,Medium,Low,Public,Neutral,3,No,College,Near,Female,64,2025-12-03
STU03148,Student_2149,2021-CS-03149,4,8,2021-2022,24,A,Active,2021-07-22,58|54|53|62|62|66,5.699999999999999,87,19,83,Medium,High,Yes,7,56,Medium,Yes,1,Medium,Low,Private,Positive,3,No,College,Far,Female,67,2025-12-03
STU03149,Student_2150,2022-CS-03150,3,6,2022-2023,21,B,Active,2022-06-23,49|58|63|53,5.300000000000001,94,10,79,High,Medium,No,8,73,High,No,1,Low,Low,Public,Neutral,4,No,High School,Near,Female,63,2025-12-03
STU03150,Student_2151,2020-CS-03151,4,7,2020-2021,23,C,Active,2020-06-21,57|53|58|49|61|51,5.2,80,19,64,Low,Medium,Yes,9,81,High,Yes,0,Medium,High,Public,Neutral,3,Yes,High School,Near,Male,62,2025-12-03
STU03151,Student_2152,2022-CS-03152,3,6,2022-2023,23,B,Active,2022-08-25,59|67|66|70,6.2,91,30,84,Low,Medium,No,6,95,Medium,Yes,2,High,High,Public,Negative,2,No,College,Near,Male,72,2025-12-03
STU03152,Student_2153,2020-CS-03153,4,8,2020-2021,22,C,On-Leave,2020-07-24,66|59|64|62|64|62,5.8999999999999995,100,20,90,Low,Medium,No,6,85,High,No,3,Low,High,Private,Neutral,2,No,College,Near,Male,69,2025-12-03
STU03153,Student_2154,2020-CS-03154,4,8,2020-2021,23,C,Active,2020-06-13,61|74|64|64|73|75,6.2,83,21,91,Medium,High,Yes,9,92,Medium,Yes,5,Low,Medium,Private,Negative,2,No,High School,Near,Male,72,2025-12-03
STU03154,Student_2155,2023-CS-03155,2,4,2023-2024,21,C,On-Leave,2023-08-08,66|64,5.8,100,12,96,Low,Medium,Yes,7,71,High,Yes,2,Medium,Medium,Private,Positive,2,No,College,Near,Male,68,2025-12-03
STU03155,Student_2156,2023-CS-03156,2,3,2023-2024,23,C,Active,2023-08-12,65|62,5.4,63,16,76,Low,Medium,No,6,66,Low,Yes,1,Medium,Medium,Private,Neutral,3,No,Postgraduate,Near,Female,64,2025-12-03
STU03156,Student_2157,2023-CS-03157,2,4,2023-2024,20,B,Active,2023-08-26,72|65,6.2,79,18,98,High,High,Yes,7,80,Low,Yes,3,Low,Medium,Private,Neutral,1,No,College,Near,Female,72,2025-12-03
STU03157,Student_2158,2022-CS-03158,3,5,2022-2023,23,D,Active,2022-06-19,62|67|62|69,6.3,79,18,95,High,High,Yes,8,85,Low,Yes,2,Low,High,Public,Positive,3,No,College,Near,Female,73,2025-12-03
